time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-12T13:51:15.561Z,60.7991,-151.3063,70,2,ml,,,,0.58,ak,ak0191zc5ium,2019-02-12T13:55:48.007Z,"12km N of Nikiski, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-02-12T13:39:02.404Z,36.9851,-116.3233,6.7,-0.1,ml,5,137.91,0.069,0.041,nn,nn00677702,2019-02-13T02:06:20.264Z,"39km ENE of Beatty, Nevada",earthquake,,4.3,1.18,5,reviewed,nn,nn
2019-02-12T13:37:03.450Z,38.8475,-111.3868333,-1.08,1.93,md,8,136,0.07329,0.09,uu,uu60312117,2019-02-12T19:41:41.610Z,"35km SW of Ferron, Utah",earthquake,0.73,1.13,0.284,5,reviewed,uu,uu
2019-02-12T13:33:45.410Z,37.598,-119.0101667,1.04,0.48,md,9,191,0.01721,0.04,nc,nc73141125,2019-02-12T17:37:50.927Z,"5km SSW of Mammoth Lakes, CA",earthquake,0.45,0.41,0.246,8,reviewed,nc,nc
2019-02-12T13:28:42.250Z,63.2093,-151.4831,0,2,ml,,,,0.93,ak,ak0191zc0nep,2019-02-12T13:31:52.971Z,"121km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-12T13:20:59.780Z,38.8411667,-111.4008333,1.6,1.5,ml,16,129,0.06363,0.11,uu,uu60312112,2019-02-12T22:06:27.540Z,"36km SW of Ferron, Utah",earthquake,0.39,8.48,0.398,3,reviewed,uu,uu
2019-02-12T13:19:34.500Z,40.039,-123.4338333,8.76,2.09,md,19,43,0.2332,0.19,nc,nc73141120,2019-02-15T00:41:04.813Z,"32km NNW of Covelo, CA",earthquake,0.41,1.52,0.132,14,reviewed,nc,nc
2019-02-12T13:18:20.936Z,61.2916,-149.9824,42.1,1.9,ml,,,,0.73,ak,ak0191zbygle,2019-02-12T13:24:41.273Z,"9km NNW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-12T12:54:36.370Z,44.651,-110.7405,5.47,0.41,md,9,94,0.07599,0.12,uu,uu60312107,2019-02-12T22:12:08.500Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.54,1.47,0.273,4,reviewed,uu,uu
2019-02-12T12:39:47.680Z,38.8375,-111.422,4.38,1.15,md,5,195,0.05743,0.09,uu,uu60312097,2019-02-12T22:00:13.000Z,"37km SW of Ferron, Utah",earthquake,0.8,2.41,0.181,4,reviewed,uu,uu
2019-02-12T12:37:12.370Z,19.066,-155.3926697,41.51,2.26,md,27,207,0.1106,0.22,hv,hv70808291,2019-02-12T12:40:31.900Z,"17km SSE of Pahala, Hawaii",earthquake,2.08,2.47,0.08,3,automatic,hv,hv
2019-02-12T12:35:49.628Z,38.384,-118.9087,8.1,1.9,ml,19,56.61,0.134,0.2515,nn,nn00677641,2019-02-13T02:05:48.854Z,"29km WSW of Hawthorne, Nevada",earthquake,,1.5,0.29,8,reviewed,nn,nn
2019-02-12T12:34:15.540Z,19.0727,145.7712,129.98,5.9,mww,,32,3.81,1.16,us,us2000jgma,2019-02-13T03:00:42.401Z,"35km NNE of Agrihan, Northern Mariana Islands",earthquake,8.3,4.4,0.068,21,reviewed,us,us
2019-02-12T12:30:57.002Z,61.4177,-150.0888,39,1.4,ml,,,,0.61,ak,ak0191zbfodg,2019-02-12T12:33:39.903Z,"13km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-12T12:27:31.634Z,61.4561,-150.0219,33.6,1.4,ml,,,,0.8,ak,ak0191zbez9m,2019-02-12T12:38:51.310Z,"8km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-12T12:27:07.870Z,38.8433333,-111.3955,-0.49,2.04,md,9,132,0.06696,0.14,uu,uu60312092,2019-02-12T21:37:12.016Z,"35km SW of Ferron, Utah",earthquake,0.62,0.86,0.173,4,reviewed,uu,uu
2019-02-12T12:25:29.930Z,19.1021667,-155.4403333,38.48,1.87,md,40,183,0.05683,0.09,hv,hv70808281,2019-02-12T20:27:08.940Z,"12km SSE of Pahala, Hawaii",earthquake,0.88,1.19,0.061,19,reviewed,hv,hv
2019-02-12T12:15:12.700Z,38.8365,-122.7831667,1.9,0.64,md,12,71,0.005921,0.02,nc,nc73141100,2019-02-15T02:38:04.335Z,"5km WNW of Cobb, CA",earthquake,0.36,0.4,,1,reviewed,nc,nc
2019-02-12T12:14:43.120Z,37.5373333,-118.8743333,6.89,0.65,md,8,303,0.06371,0.02,nc,nc73141105,2019-02-12T17:23:18.231Z,"14km SE of Mammoth Lakes, CA",earthquake,1.66,31.61,0.268,8,reviewed,nc,nc
2019-02-12T12:11:55.259Z,61.4862,-149.9802,47.1,1.4,ml,,,,0.43,ak,ak0191zbblmt,2019-02-12T12:16:16.139Z,"4km SSW of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-02-12T12:09:07.130Z,38.8466667,-111.4033333,-0.58,1.84,ml,16,126,0.06844,0.14,uu,uu60312087,2019-02-12T19:21:27.880Z,"36km SW of Ferron, Utah",earthquake,0.4,0.54,0.207,4,reviewed,uu,uu
2019-02-12T12:08:23.494Z,61.305,-150.1079,44.4,1.7,ml,,,,0.8,ak,ak0191zbaw16,2019-02-12T12:14:35.499Z,"14km NW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-12T12:07:40.400Z,19.2191667,-155.3838333,32.87,1.63,md,28,156,0.02235,0.1,hv,hv70808266,2019-02-12T19:42:30.230Z,"10km E of Pahala, Hawaii",earthquake,0.92,0.67,0.068,12,reviewed,hv,hv
2019-02-12T12:00:56.444Z,60.1,-141.3635,12.8,1.7,ml,,,,0.77,ak,ak0191zb98vw,2019-02-12T12:12:54.483Z,"59km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-12T12:00:53.626Z,61.306,-150.1345,34.6,1.7,ml,,,,0.63,ak,ak0191zb97i6,2019-02-12T12:05:21.623Z,"15km NW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-12T12:00:00.460Z,33.9896667,-116.8371667,17.5,0.83,ml,19,138,0.05152,0.21,ci,ci37529186,2019-02-12T14:23:22.026Z,"8km NNE of Banning, CA",earthquake,0.56,0.9,0.126,21,reviewed,ci,ci
2019-02-12T11:58:37.564Z,61.3545,-150.0912,36.3,1.2,ml,,,,0.54,ak,ak0191zb07bg,2019-02-12T12:01:29.970Z,"18km NW of Anchorage, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-02-12T11:51:41.650Z,38.8364983,-122.7836685,1.59,0.88,md,8,101,0.005552,0.01,nc,nc73141090,2019-02-12T12:22:03.606Z,"6km WNW of Cobb, CA",earthquake,0.41,0.42,,1,automatic,nc,nc
2019-02-12T11:50:58.800Z,37.5911667,-119.01,1.07,1.08,md,17,190,0.02337,0.05,nc,nc73141085,2019-02-12T17:20:16.469Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.41,0.58,0.383,15,reviewed,nc,nc
2019-02-12T11:50:38.820Z,33.1673333,-116.1055,9.57,1.11,ml,46,44,0.05361,0.2,ci,ci37529178,2019-02-12T23:23:59.479Z,"4km NE of Ocotillo Wells, CA",earthquake,0.24,0.62,0.183,25,reviewed,ci,ci
2019-02-12T11:21:52.530Z,33.2268333,-116.738,11.47,0.86,ml,32,46,0.01965,0.15,ci,ci37529170,2019-02-12T14:23:38.467Z,"3km SE of Lake Henshaw, CA",earthquake,0.22,0.46,0.116,27,reviewed,ci,ci
2019-02-12T11:19:23.783Z,40.0411,-120.0522,8.5,1,ml,3,245.41,0.199,0.2026,nn,nn00677699,2019-02-13T02:06:18.137Z,"40km N of Cold Springs, Nevada",earthquake,,9.1,0.32,2,reviewed,nn,nn
2019-02-12T11:18:52.030Z,19.0003,-64.557,46,3.36,md,14,337,1.5509,0.34,pr,pr2019043004,2019-02-12T11:58:51.814Z,"64km N of Road Town, British Virgin Islands",earthquake,3.11,15.66,0.45,12,reviewed,pr,pr
2019-02-12T11:16:35.137Z,61.4883,-149.9052,32.6,1.7,ml,,,,0.86,ak,ak0191zar721,2019-02-12T11:19:01.504Z,"4km SE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-02-12T11:13:45.907Z,38.0735,-118.8767,12.4,1.2,ml,8,132.39,0.077,0.2003,nn,nn00677695,2019-02-13T02:06:10.005Z,"37km ESE of Bridgeport, California",earthquake,,2.2,0.04,2,reviewed,nn,nn
2019-02-12T11:11:35.061Z,61.2802,-149.9443,44.4,3.7,ml,,,,0.58,ak,ak0191zaq4ea,2019-02-15T21:00:32.525Z,"7km NNW of Anchorage, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-02-12T11:10:06.800Z,33.4981667,-116.7945,3.59,0.69,ml,26,34,0.01499,0.15,ci,ci37529162,2019-02-12T14:23:40.371Z,"9km NE of Aguanga, CA",earthquake,0.18,0.46,0.108,20,reviewed,ci,ci
2019-02-12T11:06:25.300Z,38.8048333,-122.8171667,3.24,1.83,md,46,38,0.01737,0.07,nc,nc73141075,2019-02-15T00:41:04.994Z,"6km WNW of The Geysers, CA",earthquake,0.17,0.31,0.31,15,reviewed,nc,nc
2019-02-12T11:04:51.180Z,33.4945,-116.7858333,4.55,0.27,ml,16,69,0.02156,0.13,ci,ci37529154,2019-02-12T14:23:56.883Z,"9km NE of Aguanga, CA",earthquake,0.3,0.37,0.097,8,reviewed,ci,ci
2019-02-12T11:04:46.860Z,37.2175,-112.7471667,18.67,1.18,md,9,93,0.2093,0.11,uu,uu60017324,2019-02-12T15:28:11.610Z,"27km NW of Kanab, Utah",earthquake,0.44,1.2,0.309,4,reviewed,uu,uu
2019-02-12T10:53:07.360Z,-15.0616,168.0856,10,5.1,mww,,33,7.144,0.6,us,us2000jgl9,2019-02-12T11:12:43.040Z,"111km ENE of Luganville, Vanuatu",earthquake,9.2,1.9,0.08,15,reviewed,us,us
2019-02-12T10:44:00.240Z,37.723,-118.7791667,7.34,1.05,md,25,123,0.05268,0.06,nc,nc73141070,2019-02-12T17:14:07.937Z,"20km NNW of Toms Place, CA",earthquake,0.35,0.68,0.311,23,reviewed,nc,nc
2019-02-12T10:38:20.210Z,37.7221667,-118.7778333,7.23,1.16,md,25,122,0.05257,0.04,nc,nc73141065,2019-02-12T20:19:03.678Z,"20km NNW of Toms Place, CA",earthquake,0.34,0.69,0.236,21,reviewed,nc,nc
2019-02-12T10:37:18.550Z,38.8445,-111.4028333,3.16,2.09,ml,27,127,0.06643,0.19,uu,uu60312082,2019-02-12T19:08:26.810Z,"36km SW of Ferron, Utah",earthquake,0.47,1.4,0.175,5,reviewed,uu,uu
2019-02-12T10:35:40.120Z,34.0205,-117.227,15.88,2.68,ml,109,15,0.08573,0.15,ci,ci37529146,2019-02-16T14:52:02.213Z,"4km SE of Loma Linda, CA",earthquake,0.11,0.24,0.162,23,reviewed,ci,ci
2019-02-12T10:33:35.990Z,37.7066667,-118.7945,4.39,0.35,md,8,314,0.03242,0.04,nc,nc73141055,2019-02-12T17:00:42.457Z,"18km ENE of Mammoth Lakes, CA",earthquake,1.52,0.5,0.257,8,reviewed,nc,nc
2019-02-12T10:31:27.435Z,61.3293,-150.0841,40.4,1.4,ml,,,,0.6,ak,ak0191za8ylj,2019-02-12T10:34:40.857Z,"15km NW of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-12T10:19:00.640Z,38.8209991,-122.8509979,1.78,1.04,md,8,141,0.01265,0.02,nc,nc73141050,2019-02-12T10:20:36.634Z,"10km WNW of The Geysers, CA",earthquake,0.64,0.72,,1,automatic,nc,nc
2019-02-12T10:15:12.410Z,38.8213333,-122.7898333,1.04,0.45,md,21,35,0.01077,0.04,nc,nc73141045,2019-02-15T02:43:36.056Z,"6km NNW of The Geysers, CA",earthquake,0.15,0.25,0.298,2,reviewed,nc,nc
2019-02-12T10:11:53.810Z,38.8385,-111.4151667,3.97,1.39,md,5,188,0.05879,0.08,uu,uu60312077,2019-02-12T21:50:45.920Z,"37km SW of Ferron, Utah",earthquake,0.72,2.51,0.291,5,reviewed,uu,uu
2019-02-12T10:05:43.910Z,-8.3678,116.7935,10,4.6,mb,,78,2.615,1.07,us,us2000jgkq,2019-02-12T10:21:13.040Z,"11km E of Sambelia, Indonesia",earthquake,4.7,1.9,0.114,23,reviewed,us,us
2019-02-12T10:03:10.154Z,61.5061,-149.9044,34.2,1.9,ml,,,,0.74,ak,ak0191za2x7p,2019-02-12T10:08:25.954Z,"3km ESE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-12T10:02:09.770Z,38.8315,-122.8266667,0.74,0.68,md,15,49,0.009877,0.03,nc,nc71110119,2019-02-15T09:08:03.819Z,"9km NW of The Geysers, CA",earthquake,0.22,0.47,,1,reviewed,nc,nc
2019-02-12T10:02:04.530Z,38.8331667,-122.8266667,0.93,1.52,md,27,57,0.008762,0.05,nc,nc73141015,2019-02-15T11:23:03.567Z,"9km NW of The Geysers, CA",earthquake,0.16,0.28,0.149,4,reviewed,nc,nc
2019-02-12T09:58:44.180Z,38.8231667,-122.7895,0.79,0.8,md,25,33,0.01205,0.04,nc,nc73140995,2019-02-15T07:58:04.400Z,"6km W of Cobb, CA",earthquake,0.15,0.24,0.116,4,reviewed,nc,nc
2019-02-12T09:57:34.700Z,18.01,-66.376,12,1.95,md,11,168,0.2133,0.36,pr,pr2019043008,2019-02-12T13:38:26.340Z,"1km ENE of El Ojo, Puerto Rico",earthquake,0.99,1.09,0.5,6,reviewed,pr,pr
2019-02-12T09:46:40.830Z,33.4958333,-116.5026667,2.3,0.53,ml,16,95,0.0659,0.24,ci,ci37529138,2019-02-12T14:24:00.050Z,"17km ESE of Anza, CA",earthquake,0.34,0.39,0.205,11,reviewed,ci,ci
2019-02-12T09:45:49.700Z,-3.0433,146.2742,10,5.1,mb,,35,1.475,1.18,us,us2000jgkf,2019-02-12T12:19:17.402Z,"158km SW of Lorengau, Papua New Guinea",earthquake,8.9,1.9,0.087,43,reviewed,us,us
2019-02-12T09:37:08.818Z,37.952,-116.4753,3.2,1.4,ml,17,132.25,0.652,0.1976,nn,nn00677629,2019-02-13T02:05:29.894Z,"28km SSW of Warm Springs, Nevada",earthquake,,6.4,0.49,8,reviewed,nn,nn
2019-02-12T09:23:54.532Z,61.4802,-151.8162,87.2,2.2,ml,,,,0.56,ak,ak0191z9lvd7,2019-02-12T09:35:19.176Z,"92km NNW of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-12T09:22:46.480Z,38.8451667,-111.393,-0.53,1.3,ml,13,133,0.06934,0.15,uu,uu60312072,2019-02-12T19:13:40.100Z,"35km SW of Ferron, Utah",earthquake,0.58,1.06,0.5,2,reviewed,uu,uu
2019-02-12T09:05:51.690Z,36.7087,-116.0657,0,0.1,ml,7,264.86,0.033,0.164,nn,nn00677693,2019-02-13T02:06:06.883Z,"56km N of Pahrump, Nevada",earthquake,,0,0.47,4,reviewed,nn,nn
2019-02-12T09:00:02.690Z,18.123,-66.7356,17,1.67,md,6,121,0.1522,0.3,pr,pr2019043007,2019-02-12T13:55:05.580Z,"6km NNE of Santo Domingo, Puerto Rico",earthquake,0.77,3,0.3,6,reviewed,pr,pr
2019-02-12T08:53:15.290Z,33.4996667,-116.7911667,4.33,0.18,ml,12,107,0.01481,0.11,ci,ci37529130,2019-02-12T14:24:15.978Z,"9km NE of Aguanga, CA",earthquake,0.34,0.58,0.138,3,reviewed,ci,ci
2019-02-12T08:51:31.280Z,18.5755,-68.1733,91,3.06,md,8,178,1.1585,0.15,pr,pr2019043006,2019-02-12T13:20:50.900Z,"24km E of Punta Cana, Dominican Republic",earthquake,2.38,1.6,0.02,5,reviewed,pr,pr
2019-02-12T08:45:24.957Z,60.5067,-140.7285,0,1.6,ml,,,,0.92,ak,ak0191z9537z,2019-02-12T08:50:10.103Z,"106km ENE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-12T08:30:28.540Z,37.6543333,-118.9006667,1.36,0.02,md,7,189,0.00408,0.02,nc,nc73140990,2019-02-12T17:27:05.707Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.77,0.25,0.224,7,reviewed,nc,nc
2019-02-12T08:28:45.870Z,38.8406667,-111.4253333,3.49,1.57,md,5,200,0.06059,0.09,uu,uu60312067,2019-02-12T21:58:04.550Z,"37km SW of Ferron, Utah",earthquake,0.89,3.19,0.124,5,reviewed,uu,uu
2019-02-12T08:28:28.969Z,64.9634,-149.0144,20,2.6,ml,,,,0.77,ak,ak0191z91gcj,2019-02-12T08:35:46.952Z,"43km N of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-12T08:26:02.060Z,36.033,-120.6051667,-0.38,0.59,md,21,101,0.03647,0.08,nc,nc73140985,2019-02-14T22:32:03.080Z,"22km NW of Parkfield, CA",earthquake,0.26,0.65,0.247,9,reviewed,nc,nc
2019-02-12T08:07:55.770Z,38.8283348,-122.8536682,1.86,1.05,md,17,71,0.002625,0.04,nc,nc73140980,2019-02-12T08:23:04.196Z,"10km NW of The Geysers, CA",earthquake,0.26,0.37,0.15,4,automatic,nc,nc
2019-02-12T08:01:21.680Z,4.9291,126.3445,78.36,5,mb,,105,2.258,1.07,us,us2000jgjn,2019-02-12T08:18:41.040Z,"110km ESE of Sarangani, Philippines",earthquake,7.3,7.9,0.061,85,reviewed,us,us
2019-02-12T07:56:50.700Z,38.8401667,-111.4011667,1.39,1.29,ml,13,129,0.0626,0.11,uu,uu60312062,2019-02-12T22:30:41.660Z,"36km SW of Ferron, Utah",earthquake,0.39,2.44,0.343,2,reviewed,uu,uu
2019-02-12T07:53:39.829Z,36.7521,-116.257,7.5,0.1,ml,6,226.02,0.043,0.0719,nn,nn00677690,2019-02-13T02:06:04.363Z,"48km ESE of Beatty, Nevada",earthquake,,2.4,0.76,4,reviewed,nn,nn
2019-02-12T07:44:47.090Z,35.9781667,-120.9436667,11.15,1.12,md,30,56,0.06416,0.08,nc,nc73140975,2019-02-15T04:02:03.994Z,"6km SW of San Ardo, CA",earthquake,0.27,0.56,0.24,16,reviewed,nc,nc
2019-02-12T07:44:10.393Z,38.0793,-118.8767,6.7,1.3,ml,10,132.04,0.078,0.1466,nn,nn00677685,2019-02-13T02:06:01.784Z,"36km ESE of Bridgeport, California",earthquake,,3.1,0.44,4,reviewed,nn,nn
2019-02-12T07:40:22.120Z,32.5615,-115.7818333,6.36,1.41,ml,27,129,0.0993,0.15,ci,ci37529114,2019-02-12T23:03:17.744Z,"19km W of Progreso, B.C., MX",earthquake,0.34,0.81,0.282,14,reviewed,ci,ci
2019-02-12T07:35:34.250Z,40.451,-121.4903333,3.33,-0.24,md,5,143,0.02485,0.08,nc,nc73141275,2019-02-12T21:14:23.054Z,"12km NNE of Mineral, CA",earthquake,0.82,0.57,0.111,5,reviewed,nc,nc
2019-02-12T07:29:53.960Z,38.839,-111.4316667,4.22,1.46,md,6,206,0.05924,0.18,uu,uu60312057,2019-02-12T23:30:46.520Z,"38km SW of Ferron, Utah",earthquake,1.28,3.76,0.239,5,reviewed,uu,uu
2019-02-12T07:28:02.730Z,40.4638333,-121.475,3.15,-0.04,md,4,170,0.008901,0.06,nc,nc71110099,2019-02-12T21:01:21.224Z,"14km NNE of Mineral, CA",earthquake,1.05,0.44,0.217,4,reviewed,nc,nc
2019-02-12T07:26:11.864Z,69.5273,-143.8004,5.4,2.9,ml,,,,0.63,ak,ak0191z8fjys,2019-02-12T07:40:05.867Z,"67km S of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-02-12T07:25:41.980Z,40.462,-121.473,2.1,0.07,md,6,125,0.0079,0.04,nc,nc73141245,2019-02-12T21:03:05.936Z,"14km NE of Mineral, CA",earthquake,0.51,0.26,0.22,5,reviewed,nc,nc
2019-02-12T07:22:58.470Z,37.6768333,-122.511,12.31,1.93,md,58,99,0.02152,0.05,nc,nc73140970,2019-02-15T01:02:03.937Z,"4km WSW of Daly City, CA",earthquake,0.16,0.26,0.212,49,reviewed,nc,nc
2019-02-12T07:11:08.670Z,19.1285,-66.5558,56,2.89,md,13,296,0.8066,0.33,pr,pr2019043005,2019-02-12T13:54:02.530Z,"74km NNE of Arecibo, Puerto Rico",earthquake,2.59,6.09,0.21,11,reviewed,pr,pr
2019-02-12T07:09:44.300Z,38.854,-111.3958333,-1.85,1.33,ml,9,128,0.07703,0.13,uu,uu60312052,2019-02-12T23:15:51.590Z,"35km SW of Ferron, Utah",earthquake,0.44,0.82,0.292,2,reviewed,uu,uu
2019-02-12T07:08:19.750Z,38.8455,-111.509,1.79,1.22,md,5,253,0.09339,0.06,uu,uu60312047,2019-02-12T23:42:47.470Z,"32km ESE of Salina, Utah",earthquake,1.66,6.98,0.182,4,reviewed,uu,uu
2019-02-12T06:59:12.210Z,38.8395,-111.4353333,6.2,1.55,md,5,209,0.06011,0.05,uu,uu60312042,2019-02-12T22:01:17.140Z,"38km SW of Ferron, Utah",earthquake,1.22,2.27,0.152,5,reviewed,uu,uu
2019-02-12T06:50:31.170Z,33.5085,-116.797,4.64,0.3,ml,9,109,0.004768,0.05,ci,ci37205676,2019-02-12T22:58:59.906Z,"10km NE of Aguanga, CA",earthquake,0.15,0.18,0.075,8,reviewed,ci,ci
2019-02-12T06:50:16.950Z,33.4866667,-116.7881667,5.44,0.71,ml,31,43,0.02758,0.12,ci,ci37529098,2019-02-12T22:52:09.263Z,"9km NE of Aguanga, CA",earthquake,0.14,0.47,0.124,18,reviewed,ci,ci
2019-02-12T06:34:35.660Z,38.8316667,-122.8005,1.36,,,11,63,0.0104,0.01,nc,nc73140965,2019-02-15T02:47:37.202Z,"7km W of Cobb, CA",earthquake,0.34,0.81,,,reviewed,nc,nc
2019-02-12T06:27:39.371Z,62.1838,-150.029,12.4,1.7,ml,,,,0.42,ak,ak0191z7ue8h,2019-02-12T06:30:22.112Z,"9km WNW of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-12T06:25:33.140Z,38.8398333,-111.4161667,4.84,1.26,md,5,189,0.06003,0.09,uu,uu60312027,2019-02-12T21:54:57.310Z,"37km SW of Ferron, Utah",earthquake,0.61,2.46,0.14,5,reviewed,uu,uu
2019-02-12T06:24:25.110Z,33.5295,-116.7126667,2.19,1.38,ml,54,22,0.04129,0.22,ci,ci37529074,2019-02-12T14:26:02.000Z,"5km SW of Anza, CA",earthquake,0.2,0.28,0.177,28,reviewed,ci,ci
2019-02-12T06:20:11.130Z,33.5331667,-116.7071667,2.52,1.03,ml,40,37,0.04083,0.19,ci,ci37529066,2019-02-12T14:26:14.220Z,"4km SW of Anza, CA",earthquake,0.2,0.24,0.156,26,reviewed,ci,ci
2019-02-12T06:17:01.990Z,18.0131,-66.7458,14,1.94,md,8,186,0.1387,0.14,pr,pr2019043003,2019-02-12T07:22:25.163Z,"2km E of Magas Arriba, Puerto Rico",earthquake,0.54,1.53,0.11,5,reviewed,pr,pr
2019-02-12T06:11:00.000Z,38.8475,-111.4078333,-0.41,1.12,md,7,122,0.06853,0.09,uu,uu60312022,2019-02-12T21:51:19.340Z,"36km SW of Ferron, Utah",earthquake,0.76,1.26,0.441,7,reviewed,uu,uu
2019-02-12T06:10:13.900Z,37.6063333,-119.0085,1.21,0.26,md,8,174,0.01204,0.05,nc,nc73140960,2019-02-12T17:55:04.862Z,"4km SW of Mammoth Lakes, CA",earthquake,0.38,0.53,0.325,7,reviewed,nc,nc
2019-02-12T06:03:53.359Z,62.1379,-151.9969,100,1.9,ml,,,,0.52,ak,ak0191z7pa4m,2019-02-12T06:11:08.367Z,"100km W of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-02-12T05:51:46.610Z,38.8365,-122.782,2.36,0.78,md,11,95,0.00679,0.03,nc,nc73140955,2019-02-15T00:51:14.637Z,"5km WNW of Cobb, CA",earthquake,0.46,0.51,0.128,3,reviewed,nc,nc
2019-02-12T05:51:30.110Z,33.7106667,-116.8173333,16.52,0.94,ml,25,51,0.08437,0.23,ci,ci37529042,2019-02-12T14:25:08.377Z,"8km ESE of Valle Vista, CA",earthquake,0.51,0.64,0.227,19,reviewed,ci,ci
2019-02-12T05:49:41.608Z,64.6058,-149.4008,18.5,1.5,ml,,,,0.6,ak,ak0191z7dok7,2019-02-12T05:54:14.814Z,"14km WNW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-12T05:42:37.880Z,17.8573,-66.9741,7,1.75,md,4,259,0.1322,0.2,pr,pr2019043002,2019-02-12T07:21:54.243Z,"14km SSW of Guanica, Puerto Rico",earthquake,1.06,0.77,0.35,4,reviewed,pr,pr
2019-02-12T05:16:33.740Z,38.8413333,-111.4031667,2.6,1.48,ml,14,128,0.0633,0.17,uu,uu60312017,2019-02-12T19:17:18.960Z,"36km SW of Ferron, Utah",earthquake,0.69,1.49,0.25,2,reviewed,uu,uu
2019-02-12T05:10:10.240Z,33.5201667,-116.7941667,3.54,0.31,ml,17,95,0.009336,0.1,ci,ci37529026,2019-02-12T22:49:21.093Z,"11km NE of Aguanga, CA",earthquake,0.21,0.5,0.104,6,reviewed,ci,ci
2019-02-12T05:09:24.691Z,59.8979,-153.2033,130.6,2.5,ml,,,,0.68,ak,ak0191z752lp,2019-02-12T09:31:47.492Z,"70km SSW of Redoubt Volcano, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-02-12T05:05:24.603Z,60.8255,-150.7714,6.3,1.9,ml,,,,0.79,ak,ak0191z747rn,2019-02-12T05:10:06.030Z,"31km ENE of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-12T04:54:46.014Z,62.8602,-150.5231,89.8,1.9,ml,,,,0.38,ak,ak0191z6tbvl,2019-02-12T05:06:44.785Z,"63km NNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-12T04:42:53.220Z,38.8461667,-111.4073333,-0.12,1.81,md,6,136,0.06729,0.06,uu,uu60312012,2019-02-12T20:54:20.990Z,"36km SW of Ferron, Utah",earthquake,0.53,1.69,0.232,4,reviewed,uu,uu
2019-02-12T04:37:13.102Z,61.3972,-150.1082,41.6,1.9,ml,,,,0.7,ak,ak0191z6pm53,2019-02-12T04:41:39.259Z,"16km SSW of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-02-12T04:21:35.450Z,17.1821,-68.2581,51,3.03,md,7,267,1.3375,0.41,pr,pr2019043001,2019-02-14T02:16:34.040Z,"149km SSE of Boca de Yuma, Dominican Republic",earthquake,4.95,18.52,0.12,5,reviewed,pr,pr
2019-02-12T04:20:59.630Z,38.842,-111.4205,2.15,1.23,md,4,196,0.06196,0.1,uu,uu60312007,2019-02-12T20:52:46.060Z,"37km SW of Ferron, Utah",earthquake,0.94,31.61,0.124,4,reviewed,uu,uu
2019-02-12T04:20:57.394Z,62.0033,-149.7854,33.8,1.5,ml,,,,0.67,ak,ak0191z6m2e0,2019-02-12T04:24:45.632Z,"17km S of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-12T04:16:56.220Z,38.848,-111.4116667,-0.34,1.68,ml,23,119,0.06855,0.13,uu,uu60312002,2019-02-12T18:46:19.490Z,"36km SW of Ferron, Utah",earthquake,0.3,0.55,0.177,4,reviewed,uu,uu
2019-02-12T04:16:02.543Z,61.4557,-150.0672,43,1.5,ml,,,,0.59,ak,ak0191z6l3b2,2019-02-12T04:19:34.468Z,"9km SW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
